Title,Section Title,Chunk Text,Embeddings
The Shawshank Redemption,Introduction,"The Shawshank Redemption is a 1994 American prison drama film written and directed by Frank Darabont, based on the 1982 Stephen King novella Rita Hayworth and Shawshank Redemption. The film tells the story of banker Andy Dufresne (Tim Robbins), who is sentenced to life in Shawshank State Penitentiary for the murders of his wife and her lover, despite his claims of innocence. Over the following two decades, he befriends a fellow prisoner, contraband smuggler Ellis ""Red"" Redding (Morgan Freeman), and becomes instrumental in a money laundering operation led by the prison warden Samuel Norton (Bob Gunton). William Sadler, Clancy Brown, Gil Bellows, and James Whitmore appear in supporting roles.
Darabont purchased the film rights to King's story in 1987, but development did not begin until five years later, when he wrote the script over eight weeks. Two weeks after submitting his script to Castle Rock Entertainment, Darabont secured a $25 million budget to produce The Shawshank Redemption, which started pre-production in January 1993. While the film is set in Maine, principal photography took place from June to August 1993 almost entirely in Mansfield, Ohio, with the Ohio State Reformatory serving as the eponymous penitentiary. The project attracted many stars for the role of Andy, including Tom Hanks, Tom Cruise, and Kevin Costner. Thomas Newman provided the film's score.
While The Shawshank Redemption received critical acclaim upon its release—particularly for its story, the performances of Robbins and Freeman, Newman's score, Darabont's direction and screenplay and Roger Deakins' cinematography—the film was a box-office disappointment, earning only $16 million during its initial theatrical run. Many reasons were cited for its failure at the time, including competition from the films Pulp Fiction and Forrest Gump, the general unpopularity of prison films, its lack of female characters, and even the title, which was considered confusing for audiences. It went on to receive multiple award nominations, including seven Academy Award nominations, and a theatrical re-release that, combined with international takings, increased the film's box-office gross to $73.3 million.
Over 320,000 VHS rental copies were shipped throughout the United States, and on the strength of its award nominations and word of mouth, it became the top video rental of 1995. The broadcast rights were acquired following the purchase of Castle Rock Entertainment by Turner Broadcasting System, and it was shown regularly on the TNT network starting in 1997, further increasing its popularity. Decades after its release, the film is still broadcast regularly, and is popular in several countries, with audience members and celebrities citing it as a source of inspiration or naming it a favorite in various surveys, leading to its recognition as one of the most ""beloved"" films ever made. In 2015, the United States Library of Congress selected the film for preservation in the National Film Registry, finding it ""culturally, historically, or aesthetically significant"".","tensor([-4.6059e-02, -2.6594e-02, -8.3250e-02,  2.1544e-02, -3.5357e-02,
         4.3038e-02,  6.7693e-02, -5.3611e-03,  1.2151e-01, -1.9739e-02,
        -6.8861e-02,  4.6365e-02,  7.0137e-02,  4.5332e-02, -3.5929e-02,
         9.9839e-03,  8.6435e-03,  2.4796e-02, -6.9850e-03,  9.1774e-03,
         5.1027e-02, -1.2659e-02,  3.9271e-02, -3.4666e-02, -4.7428e-02,
        -3.1257e-02,  1.8838e-02, -8.0806e-02, -8.5292e-02,  6.2342e-02,
        -2.3379e-02, -7.7178e-02, -2.0977e-02, -1.8736e-02,  1.0827e-02,
         7.8002e-02,  4.5692e-02, -7.2377e-03, -1.2149e-02, -1.1628e-03,
        -1.0449e-02,  4.3001e-02,  3.8188e-02,  3.8945e-02,  5.7073e-02,
        -6.8022e-02, -1.3165e-02, -8.3179e-02,  4.0514e-03, -1.1159e-01,
        -3.6658e-02,  1.0814e-01, -1.3656e-02,  2.1171e-02, -4.5621e-03,
        -7.1854e-02, -6.4749e-03,  1.0904e-02, -5.6532e-03, -6.2006e-02,
        -4.4583e-02,  5.6990e-03,  1.6667e-02, -1.1605e-02,  8.0435e-02,
         2.1278e-02,  5.8545e-03, -1.5243e-02,  3.9189e-02, -6.8753e-02,
        -7.6390e-02,  4.2938e-02, -1.0462e-02, -7.2448e-02, -6.3316e-02,
        -8.4658e-02,  2.6244e-02,  1.2665e-01, -4.2575e-02, -9.4408e-02,
        -1.6417e-02, -9.2219e-02,  3.1145e-02,  1.0147e-01, -2.2731e-02,
         9.6992e-02, -3.7124e-02,  4.9397e-02,  1.3297e-02,  2.8478e-02,
         8.4176e-02,  6.0951e-02,  1.3126e-03, -1.2975e-02, -3.4289e-02,
        -3.2048e-02, -3.1416e-02,  2.0897e-02, -6.3012e-02,  1.4958e-02,
         2.5378e-02, -5.1209e-02, -1.0987e-02, -1.0288e-01,  1.1811e-01,
         1.3785e-02,  2.0782e-02, -8.0038e-04, -2.9204e-02, -2.4286e-02,
         4.3187e-02,  3.0747e-02,  5.2590e-02,  1.4371e-01,  7.9481e-02,
         1.0381e-01, -5.1187e-02, -4.5716e-02,  4.3830e-03,  6.0286e-02,
         4.8303e-02,  3.7715e-02, -1.1353e-02,  3.2567e-02, -1.0225e-01,
        -4.6144e-02,  1.2027e-02,  4.2760e-33, -3.5618e-02,  2.4765e-02,
         1.2115e-02, -4.4604e-02, -3.4817e-02, -3.5236e-02, -4.4315e-03,
         1.8145e-02,  3.5901e-03,  3.3640e-03, -3.2689e-02, -9.8079e-02,
        -4.4230e-02, -3.4117e-02, -3.1190e-02, -9.4723e-03, -1.8369e-02,
        -8.2596e-03,  7.2485e-02, -1.9423e-02, -2.8102e-02,  2.8060e-03,
         1.7406e-02,  2.9777e-02, -1.4114e-01, -2.4201e-02, -3.6812e-02,
         1.2914e-02, -6.7428e-03, -2.1697e-02, -2.6974e-02,  8.6878e-02,
         7.9718e-02, -7.3821e-02,  3.6526e-02, -7.9146e-02, -1.2294e-02,
         2.0636e-02,  3.9255e-02,  7.9912e-02, -6.1697e-02, -3.0082e-03,
         1.1720e-02,  1.5318e-02, -1.3976e-02,  6.8668e-03,  2.6971e-02,
         3.1328e-02, -3.9850e-02,  7.9384e-02, -1.9698e-02,  1.4802e-02,
         3.6735e-02, -1.2024e-01, -1.6685e-01,  2.7754e-02, -1.2862e-02,
        -9.2167e-02,  5.4748e-02,  1.0178e-01,  4.3943e-02, -4.1782e-02,
         2.6163e-04,  5.3588e-04, -7.0100e-02, -4.1815e-02,  6.2097e-02,
         5.5857e-02, -9.3588e-02,  3.7991e-02, -5.6176e-02,  4.4477e-02,
         7.6393e-02,  1.0149e-02,  3.1077e-02, -4.6635e-02, -1.0102e-02,
         9.0591e-02, -6.2540e-02,  2.2788e-02,  1.3808e-03,  8.6736e-03,
        -2.1536e-02, -3.8528e-02, -6.6812e-02,  1.4336e-02,  2.8265e-02,
        -3.5854e-02,  3.1695e-02,  6.1029e-02,  6.0709e-02, -1.0859e-02,
        -7.6527e-02, -4.3536e-02,  6.7169e-02, -6.2271e-33,  6.1648e-02,
        -7.4023e-02, -6.2619e-02, -6.8566e-02, -1.1465e-02,  2.0915e-02,
        -4.0209e-03, -1.8507e-02,  7.0898e-02, -3.1372e-02, -4.9142e-02,
         2.7397e-02,  6.3812e-02,  9.6240e-02, -4.7500e-02,  7.1969e-02,
        -1.0796e-01,  1.2409e-02, -4.5030e-03,  2.8779e-02, -2.5405e-02,
        -5.4893e-02, -7.0147e-02,  1.9383e-02,  3.6762e-02,  2.2543e-02,
        -5.1397e-02,  9.0207e-02, -3.8734e-02,  1.9938e-02,  1.4140e-02,
        -5.6166e-02, -6.1653e-02,  3.8973e-02, -9.4334e-02,  2.4537e-02,
         8.7198e-02, -1.2140e-01, -2.0944e-03,  4.9684e-02,  1.3767e-02,
        -1.1551e-02, -5.3237e-02, -2.7931e-02,  2.4037e-03,  2.8171e-02,
        -3.7229e-02,  1.7805e-02, -3.9357e-02, -6.7620e-02, -4.2463e-02,
         7.2232e-02,  1.5314e-02,  2.0759e-02, -1.7169e-02,  2.0215e-02,
         6.1397e-03,  2.5084e-02,  3.4490e-02,  2.1936e-02, -8.9308e-02,
        -3.1193e-02,  3.9436e-03, -1.5926e-02,  3.8350e-04, -6.3308e-02,
         2.3904e-02, -4.9206e-02, -3.3905e-02,  1.7216e-02,  2.2202e-02,
        -7.9729e-02,  1.8065e-02, -6.1822e-02, -3.2194e-02,  5.7172e-02,
         2.4813e-02, -2.7548e-02, -1.1401e-01, -3.2223e-02,  4.8094e-02,
         2.9769e-02,  3.0256e-02, -7.4163e-03, -5.2898e-02,  3.9680e-02,
         1.4501e-01, -1.6006e-02, -2.9690e-02, -8.4309e-02,  3.0166e-02,
        -6.4481e-02,  5.6731e-02,  3.1730e-02,  1.2559e-02, -5.5947e-08,
        -9.7340e-02, -1.2397e-03, -5.3143e-02,  3.7041e-02,  1.0074e-02,
         5.2833e-02,  3.3097e-03,  4.1563e-02, -7.2398e-02, -1.2914e-02,
        -3.5586e-02, -8.0741e-02,  1.7944e-02, -3.4296e-02, -5.5968e-02,
         8.4045e-03,  3.8987e-02,  2.6907e-02,  6.1656e-02,  4.0624e-02,
         4.4166e-02, -8.2601e-02,  6.0748e-02, -8.5341e-03,  1.6134e-02,
         1.2239e-02,  9.1086e-04, -1.6181e-02,  2.8155e-02,  5.5937e-02,
         1.5938e-02, -3.6947e-02,  3.2593e-02,  9.5934e-03,  4.1905e-02,
        -3.0373e-02, -3.9975e-02,  2.4727e-02,  6.2644e-02,  1.9477e-02,
         1.1551e-02,  4.7999e-02, -5.0729e-02, -2.1338e-02,  5.0702e-02,
         2.2424e-02, -4.5946e-02, -4.9679e-02,  9.4698e-02,  8.4527e-02,
         1.0351e-01, -8.6031e-03,  5.0524e-02, -9.8578e-03,  7.5052e-02,
        -4.1989e-02,  1.0573e-02, -9.4677e-03, -7.9929e-03,  1.6272e-02,
         6.1147e-02, -3.4733e-03,  5.1265e-03, -6.8871e-02])"
The Shawshank Redemption,Plot,"In 1947, Portland, Maine banker Andy Dufresne arrives at Shawshank State Prison to serve two consecutive life sentences for murdering his wife and her lover. He is befriended by Ellis ""Red"" Redding, a contraband smuggler serving a life sentence, who procures a rock hammer and a large poster of Rita Hayworth for Andy. Assigned to work in the prison laundry, Andy is frequently raped by ""the Sisters"" prison gang and their leader, Bogs Diamond.
In 1949, Andy overhears the captain of the guards, Byron Hadley, complaining about being taxed on an inheritance and offers to help him shelter the money legally. After the Sisters beat Andy to near-death, Hadley beats and cripples Bogs, who is subsequently transferred to a minimum security hospital; Andy is not attacked again. Warden Samuel Norton meets Andy and reassigns him to the decrepit prison library to assist elderly inmate Brooks Hatlen, a front to use Andy's financial expertise to manage financial matters for other prison staff and the warden himself. Andy begins writing weekly letters to the state legislature requesting funds to improve the library.
Brooks is paroled in 1954 after serving 50 years, but cannot adjust to the outside world and eventually hangs himself. The legislature sends a library donation that includes a recording of The Marriage of Figaro; Andy plays an excerpt over the public address system and is punished with solitary confinement. After his release from solitary, Andy explains to a dismissive Red that hope is what gets him through his sentence. In 1963, Norton begins exploiting prison labor for public works, profiting by undercutting skilled labor costs and receiving bribes. Andy launders the money using the alias ""Randall Stephens.""
In 1965, Andy and Red befriend Tommy Williams, a young prisoner incarcerated for burglary. A year later, Andy helps him pass his General Educational Development (GED) exam. Tommy reveals to Red and Andy that his cellmate at another prison had claimed responsibility for the murders for which Andy was convicted. Andy brings the information to Norton, who does not want to know. When Andy mentions the money laundering, Norton sends him to solitary confinement and has Hadley fatally shoot Tommy under the guise of an escape attempt. After Andy refuses to continue the money laundering, Norton threatens to destroy the library, remove Andy's protection by the guards, and move him to worse conditions.
Andy is released from solitary confinement after two months and tells a skeptical Red that he dreams of living in Zihuatanejo, a Mexican town on the Pacific coast. He asks Red to promise, once he is released, to travel to a specific hayfield near Buxton and recover a package that Andy buried there. Red worries about Andy's mental well-being, especially when he learns he had asked a fellow inmate for a rope. At the next day's roll call, the guards find Andy's cell empty. An irate Norton throws a rock at the poster hanging on the cell wall, and finds behind it a tunnel that Andy had dug with his rock hammer over nearly two decades. The previous night, he had used the rope to escape through the tunnel and prison sewage pipe, taking Norton's suit, shoes, and ledger, containing evidence of the money laundering and corruption at Shawshank. While guards search for him, Andy poses as Randall Stephens and withdraws over $370,000 of the laundered money from several banks, and mails the ledger to a local newspaper. State police arrive at Shawshank and take Hadley into custody, while Norton commits suicide to avoid arrest.
The following year, Red is paroled after serving 40 years but struggles to adapt to life outside prison and fears that he never will. Remembering his promise to Andy, he visits Buxton and finds a cache containing money and a letter inviting him to come to Zihuatanejo. Red violates his parole by traveling to Fort Hancock, Texas and crossing the border into Mexico, admitting that he finally feels hope. He finds Andy on a Zihuatanejo beach, and the reunited friends happily embrace.","tensor([ 9.2063e-03,  9.7998e-03, -4.9401e-02, -1.3944e-02, -3.7504e-02,
         4.6802e-02,  9.3010e-02, -9.3489e-02,  4.4694e-02, -1.1083e-02,
         3.9763e-03,  3.5469e-02,  1.1600e-01, -1.2798e-02, -2.2018e-03,
         3.0010e-02, -7.4544e-03,  8.3537e-04, -5.2306e-02,  6.9236e-02,
        -2.8256e-02, -2.7583e-02,  5.6016e-02, -3.2433e-02, -4.7859e-02,
         5.9880e-02, -4.3963e-02, -7.0407e-02, -8.1341e-02,  5.0138e-03,
        -2.7308e-02, -2.5053e-02, -1.5227e-03,  1.1158e-02, -5.0609e-03,
         1.1596e-01,  1.2866e-01,  3.9846e-02,  2.3664e-02,  4.6230e-02,
        -2.9135e-02,  2.6220e-03, -1.7001e-02,  4.6765e-02, -6.5051e-02,
        -7.2086e-02, -3.1391e-02, -4.0155e-02,  9.1926e-03, -1.1796e-01,
        -2.9839e-02,  4.5402e-02,  4.6842e-02,  4.3410e-02,  6.7546e-02,
        -3.4072e-02,  7.5579e-02,  6.3757e-02, -2.1588e-02, -3.2959e-02,
        -2.7425e-02,  7.1942e-03,  1.5806e-02, -1.6270e-03,  5.2998e-02,
         1.1536e-02, -3.0656e-03, -4.9568e-03,  7.0181e-02, -5.2219e-02,
        -5.0003e-02,  2.4916e-02, -2.9052e-02, -5.6849e-02, -5.1767e-02,
        -1.7041e-02,  3.6055e-02,  6.5269e-02,  2.7567e-02, -3.2394e-02,
        -8.2621e-02, -1.0918e-01,  6.0469e-02,  5.9957e-02,  2.2959e-02,
         3.2626e-02, -5.5578e-02, -6.7728e-02, -3.1336e-02,  6.7478e-02,
         1.7599e-02,  5.3926e-02,  6.7463e-02, -2.8833e-02,  5.2027e-02,
        -2.8626e-03,  6.6045e-03,  3.9327e-02, -1.0212e-01,  5.7646e-02,
         4.9173e-02, -5.1922e-02, -2.0796e-02, -9.6966e-02,  5.9183e-02,
        -1.3555e-02,  1.1787e-02, -3.2690e-02, -1.7115e-02, -1.7156e-02,
         2.2418e-02, -4.0952e-02,  4.9634e-02,  7.0588e-02,  4.8114e-02,
         7.7853e-02, -2.3662e-02,  7.3243e-02,  1.7038e-02, -5.7832e-02,
         2.9566e-02,  6.5500e-02, -2.7368e-02,  3.0750e-02, -1.0660e-01,
         1.0933e-03, -3.1959e-02,  3.3278e-33,  3.0820e-03, -1.0021e-02,
        -4.5145e-02,  7.2768e-03,  4.6270e-02,  3.0873e-02, -8.3878e-02,
         6.7322e-02,  4.3178e-02, -5.4119e-02, -1.3245e-02, -7.7206e-02,
        -5.9483e-03, -9.5853e-02, -2.8226e-02, -4.5863e-03, -1.4175e-02,
         3.3671e-02,  2.8725e-02,  1.9607e-04,  2.6378e-02, -1.3612e-03,
        -5.4100e-03,  8.6769e-03, -1.8260e-01, -2.3817e-02,  1.4151e-02,
        -3.1616e-02,  2.8113e-02,  1.7179e-02, -2.1638e-02, -2.8580e-03,
         9.8528e-02, -4.6222e-03, -7.6138e-02, -5.7405e-02,  3.2054e-04,
         3.7920e-02, -4.7209e-02, -1.1472e-02, -7.6721e-02, -3.3463e-02,
         5.4683e-02,  4.6708e-03, -3.6065e-02, -9.8774e-03,  8.0548e-02,
         4.4652e-02, -3.5470e-02,  5.1436e-02,  1.7900e-03,  1.5399e-02,
         3.7096e-02, -3.3716e-02, -4.3817e-02,  5.6890e-02,  1.8255e-02,
        -2.1017e-02,  4.4875e-02,  1.0185e-01,  7.3915e-02,  1.5894e-02,
         4.6322e-02,  2.5373e-02, -2.9216e-03, -5.3624e-02,  7.9269e-02,
        -4.1499e-03, -5.6842e-02, -7.5452e-04, -8.5231e-02,  9.8021e-02,
         8.4635e-02, -1.4240e-02, -6.9695e-02, -1.9593e-02,  1.1249e-02,
         1.2809e-02, -9.5346e-02, -2.0170e-02,  3.2554e-02, -4.7896e-02,
         3.0011e-02, -2.6292e-03, -1.2239e-01, -2.2043e-02,  8.4942e-02,
        -1.1387e-02, -6.2912e-02,  6.7026e-02,  2.3834e-02, -7.0233e-02,
        -4.8917e-02, -6.0917e-02,  4.7785e-02, -5.1413e-33,  6.4238e-02,
        -1.2918e-01,  1.2712e-02, -1.1600e-01,  4.1944e-02, -4.8281e-02,
         1.1016e-02, -3.9279e-02,  3.1798e-02, -4.8555e-02, -5.9276e-02,
         1.2098e-02,  5.3409e-02,  1.0680e-01, -4.3139e-02,  1.7231e-02,
        -2.8012e-02, -4.1913e-02, -3.3166e-02, -5.3560e-02, -1.6285e-02,
        -1.0749e-02, -4.0104e-02,  1.1367e-01,  2.2984e-03,  2.3447e-02,
         6.7199e-02,  3.6097e-02, -8.3788e-02,  5.5633e-02, -3.3814e-03,
        -4.3936e-02, -4.2097e-02,  3.1896e-02, -4.5035e-02,  2.8358e-02,
        -2.0515e-02, -8.2596e-02, -2.0730e-02, -5.2796e-03,  5.0600e-02,
        -2.7086e-02, -9.9224e-02, -4.4577e-02,  2.4480e-02,  1.3809e-02,
        -4.3311e-02,  8.1569e-02, -6.6352e-03, -4.5190e-02, -3.9521e-02,
         8.4534e-02, -4.2364e-02,  6.0298e-02, -2.0151e-02, -4.8758e-02,
        -5.5893e-02,  6.5406e-02,  2.8965e-02, -3.2586e-02, -1.0588e-01,
         4.2640e-03, -8.1456e-05,  1.0350e-01, -2.4672e-02, -2.6519e-02,
        -1.1530e-02, -9.0128e-02, -3.5801e-03,  4.9009e-02,  5.2270e-02,
        -1.3144e-02, -1.1657e-02, -3.5200e-03,  1.3789e-02,  3.1754e-02,
        -1.7896e-02, -3.8299e-02, -1.4541e-01, -1.1898e-02, -1.7741e-03,
         8.6638e-03, -4.3423e-03,  2.7242e-02,  6.0270e-03, -3.7369e-02,
         1.3479e-01,  8.5767e-03,  2.8111e-03, -7.7065e-02,  3.9353e-02,
        -7.5784e-02, -4.0418e-02,  3.1524e-02, -1.1434e-02, -6.0933e-08,
        -3.8495e-02,  5.0214e-02, -4.1172e-03, -1.2836e-03,  1.2768e-02,
         9.3806e-02,  2.2039e-02,  1.8663e-02, -6.9247e-02,  2.1891e-02,
         1.8541e-02, -6.5791e-02,  1.0676e-02, -4.2194e-02,  1.8521e-02,
        -3.6318e-02, -3.1691e-02, -1.9486e-02,  6.8495e-03, -8.0525e-03,
         2.3708e-02, -1.0018e-01,  5.2971e-02,  1.2211e-01,  1.0092e-02,
        -5.0875e-03,  4.5363e-02, -4.8254e-02,  6.5003e-02,  3.3110e-02,
         3.9381e-03, -7.7738e-03, -1.3602e-02,  1.8671e-02, -3.9735e-02,
        -8.4069e-03, -3.1495e-02,  6.8464e-02, -1.5265e-02,  1.0578e-01,
        -3.3577e-02, -9.9519e-02, -1.4401e-02, -2.5534e-02,  3.1162e-02,
        -4.0163e-02, -4.1794e-02,  3.0257e-03,  1.1535e-01,  5.1362e-02,
         5.4333e-02,  3.3048e-02,  3.4841e-02,  4.2576e-02,  3.7278e-02,
        -2.8264e-02, -5.7444e-02,  4.9327e-03, -3.2812e-02,  8.6123e-02,
         8.1656e-03,  3.0317e-03,  5.5548e-02, -8.8011e-02])"
The Shawshank Redemption,Cast,"Tim Robbins as Andy Dufresne: A banker sentenced to life in prison in 1947 for the murder of his wife and her lover
Morgan Freeman as Ellis Boyd ""Red"" Redding: A prison contraband smuggler who befriends Andy
Bob Gunton as Samuel Norton: The pious and cruel warden of Shawshank penitentiary
William Sadler as Heywood: A member of Red's gang of long-serving convicts
Clancy Brown as Byron Hadley: The brutal captain of the prison guards
Gil Bellows as Tommy Williams: A young convict imprisoned for burglary in 1965
James Whitmore as Brooks Hatlen: The elderly prison librarian, imprisoned at Shawshank for over five decades
The cast also includes Mark Rolston as Bogs Diamond, the head of ""the Sisters"" gang and a prison rapist; Jeffrey DeMunn as the prosecuting attorney in Dufresne's trial; Alfonso Freeman as Fresh Fish Con; Ned Bellamy and Don McManus as, respectively, prison guards Youngblood and Wiley; and Dion Anderson as Head Bull Haig. Renee Blaine portrays Andy's wife, and Scott Mann portrays her golf-instructor lover Glenn Quentin. Frank Medrano plays Fat Ass, one of Andy's fellow new inmates who is beaten to death by Hadley, and Bill Bolender plays Elmo Blatch, a convict who is implied to be responsible for the crimes for which Andy is convicted. James Kisicki and Claire Slemmer portray the Maine National Bank manager and a teller, respectively.","tensor([-5.0186e-02, -5.3601e-02, -1.2470e-01, -1.2766e-02, -4.4862e-02,
         7.5697e-02,  1.3336e-01, -2.0022e-02,  8.9967e-02, -1.4094e-02,
         2.7945e-03, -3.3300e-02,  2.5155e-02,  3.9454e-02,  4.1348e-02,
        -1.2657e-02,  5.6748e-02,  1.3798e-02, -1.3290e-02,  2.7434e-02,
        -3.3903e-02, -1.9894e-02,  3.6908e-02, -2.4726e-02, -7.4206e-02,
        -8.3489e-03, -1.6247e-02, -6.0319e-02, -1.2362e-01,  1.8852e-02,
         3.1694e-03, -5.9875e-02, -2.6064e-03,  3.6824e-02, -1.2205e-02,
         8.9741e-02,  7.9205e-02,  1.4361e-02,  2.5078e-02,  6.2982e-03,
        -6.5179e-02,  4.6525e-02, -2.1402e-02,  8.1991e-02, -1.8352e-02,
        -1.1378e-01, -2.0691e-02, -6.0509e-02,  1.3555e-02, -8.8961e-02,
        -7.0397e-02,  6.5773e-02,  3.8976e-02,  5.9529e-02,  4.2362e-02,
        -2.9940e-02,  2.3999e-02, -5.2228e-03, -3.3100e-03, -1.5902e-02,
        -6.0454e-02, -2.8956e-02,  4.5150e-02,  5.4392e-03,  1.5586e-02,
         1.5358e-02, -5.4235e-02, -1.8320e-03,  8.4601e-02, -8.2998e-02,
        -7.4785e-02, -8.7817e-04, -9.1790e-02, -9.1192e-02, -1.0682e-02,
        -3.5969e-02,  3.6610e-02,  3.6977e-02,  2.2621e-02, -1.0047e-01,
        -4.6638e-02, -4.8572e-02,  3.0518e-02,  5.8854e-02,  1.1708e-02,
         9.0062e-02, -6.4050e-02, -4.3828e-02, -7.3055e-02,  3.0389e-02,
         4.6910e-02,  8.2268e-02,  5.8597e-02, -1.9969e-02,  7.1836e-02,
        -1.3233e-02, -1.8524e-02,  2.7279e-02, -8.3875e-02,  7.0164e-02,
        -7.8979e-03, -6.1541e-02,  1.4766e-02, -6.2268e-02,  7.1793e-02,
         4.7962e-04,  6.9956e-02, -3.2288e-02,  3.3862e-04, -6.8129e-02,
         6.9205e-02, -1.2611e-02,  4.5086e-02,  1.2991e-01,  6.0067e-02,
         5.7324e-02, -2.3974e-02,  3.9662e-02, -1.0522e-03,  4.6802e-02,
         6.9918e-02,  6.6176e-02, -3.4374e-02,  5.3585e-02, -7.9098e-02,
         8.7261e-03, -8.9612e-04,  6.1992e-33,  7.8892e-03,  6.2477e-03,
        -7.9010e-03, -3.3545e-02,  2.9199e-02,  2.3656e-02, -5.8942e-02,
         6.6593e-02,  3.1637e-03,  2.1434e-02, -4.2997e-02, -8.5847e-02,
        -6.2964e-02, -5.8712e-02, -7.2023e-02,  1.2830e-02, -5.0887e-02,
         6.7416e-02,  4.7251e-02, -8.1821e-04, -2.6679e-02,  4.9808e-02,
        -3.1823e-02, -3.4706e-02, -1.4283e-01, -1.5925e-02,  1.5467e-02,
        -2.1406e-03,  7.0436e-02,  1.4289e-02, -3.0593e-02,  3.4495e-02,
         9.4011e-02, -4.7178e-02,  2.1369e-02, -6.4767e-02, -3.7450e-02,
         4.4029e-02, -3.2366e-02,  2.7946e-02, -7.4810e-02,  2.5068e-02,
         2.4168e-02, -2.7000e-02, -9.3647e-02, -2.1066e-02,  5.1011e-02,
         4.7308e-02, -4.7104e-02,  7.3158e-02,  3.7201e-02,  1.3904e-02,
         4.6241e-02, -1.3390e-02, -8.9519e-02,  7.4945e-02, -1.3770e-02,
        -1.9692e-02,  6.7606e-02,  1.1462e-01,  5.7040e-02,  1.7995e-02,
        -9.9954e-03,  3.6749e-03, -1.2836e-02, -4.2495e-02,  5.0132e-02,
         2.5849e-02, -4.0240e-02,  2.2831e-02, -7.1858e-02,  5.1780e-02,
         4.8807e-02,  1.8259e-02, -3.4094e-02, -4.3292e-02, -3.4002e-03,
         3.4316e-02, -1.3938e-01, -4.1543e-02,  1.8050e-02,  2.4257e-02,
         5.5178e-02, -2.8483e-02, -1.1405e-01, -4.4048e-02,  1.6235e-02,
        -6.2669e-02,  3.1579e-03,  8.7848e-02,  3.6328e-02, -6.9915e-02,
        -5.5520e-02, -4.2254e-02,  5.6272e-03, -6.4135e-33,  2.7529e-02,
        -1.1709e-01, -6.6201e-02, -1.2186e-01,  4.0500e-02,  4.9362e-03,
         3.3989e-02, -1.1912e-02,  3.7182e-02, -6.5655e-02, -1.4125e-02,
         2.4419e-02, -1.1588e-02,  5.9215e-02, -1.9770e-02,  6.1030e-02,
        -1.0453e-01, -7.8000e-03, -3.3945e-02,  1.0080e-02,  3.6215e-03,
        -2.4401e-02, -4.4648e-02,  7.8458e-02,  1.8675e-02,  6.5746e-02,
         1.0623e-02,  1.2580e-01, -5.3315e-02,  6.3857e-02, -1.2129e-02,
        -9.6307e-03, -1.0748e-02, -2.3939e-02, -5.9455e-02,  2.6008e-02,
         4.1451e-02, -5.1149e-02,  1.1826e-02,  5.0247e-03,  4.5795e-02,
        -1.5219e-02, -6.6685e-02, -3.4240e-02,  2.0365e-02,  2.1126e-02,
        -2.8762e-02,  1.6516e-02, -7.7064e-02, -2.3280e-02, -5.7158e-02,
         3.0448e-02, -6.3601e-02,  6.4462e-04, -3.1459e-02, -2.5141e-02,
         1.8568e-02,  5.5469e-02,  3.7507e-02, -5.1909e-02, -1.3019e-01,
        -2.7082e-02,  6.5766e-02,  4.1189e-02,  5.5229e-02, -3.0766e-02,
        -3.0643e-02, -7.0254e-02, -5.3864e-02,  2.4097e-02,  4.2045e-03,
        -9.6669e-02,  4.1560e-03, -5.1871e-02, -3.6569e-03,  1.6788e-02,
         2.0738e-02, -4.2281e-02, -7.1701e-02,  1.3351e-02,  1.1946e-02,
         6.4121e-03,  2.1423e-02,  8.7379e-02,  1.1608e-02,  3.5717e-02,
         9.2445e-02, -6.6647e-03, -1.9076e-02,  1.1841e-02,  8.4232e-03,
        -5.6652e-02,  9.4435e-03,  1.1866e-02,  1.2960e-02, -6.3801e-08,
        -3.7781e-02,  3.3741e-03, -2.9067e-02,  4.3670e-02, -5.3035e-02,
         4.6921e-02, -2.3207e-02,  5.9855e-03, -7.2149e-02,  6.8174e-03,
         4.6376e-04, -3.8942e-02,  3.9687e-02, -8.2962e-02, -8.2175e-03,
         5.4115e-02, -4.0842e-02, -2.4803e-02,  1.4105e-02,  2.6396e-02,
         1.9662e-02, -3.6144e-02,  8.4855e-02,  1.4667e-01,  3.5147e-02,
        -3.9050e-02,  5.1124e-03, -3.1231e-02,  8.3899e-02,  9.5714e-02,
         1.7739e-02,  3.1957e-02,  8.8899e-03, -2.3400e-02,  8.7535e-03,
        -4.7850e-02, -6.6560e-02,  2.4867e-02,  4.9551e-02,  1.4992e-01,
        -4.8374e-02, -4.0904e-02, -2.8160e-02, -4.6244e-02,  4.2667e-02,
        -2.0415e-02, -6.2347e-03,  1.5711e-02,  9.0867e-02,  4.2355e-02,
         7.6166e-02,  7.0703e-03,  1.0098e-02,  3.9919e-02, -2.3900e-03,
        -2.1108e-04, -1.0770e-02,  1.0203e-02, -4.3820e-02,  4.4053e-02,
         3.7374e-03, -1.8888e-02,  6.0106e-02, -6.5442e-02])"
